model_name,brand,body_type,segment,price_eur,maintenance_cost_year,seating_capacity,boot_capacity_l,safety_rating,energy_cost_100km,powertrain_type,fuel_type,sustainable,coche_familiar,costo_energia_anual,costo_total_anual
Renault W6 Pro,Renault,Sedan,C,47546,285,5,523,4,5.23,Hybrid,Petrol+Electric,1,0,784.5000000000001,1069.5
Bentley OO-77,Bentley,Sedan,C,41572,359,5,439,5,7.31,Diesel,Diesel,0,0,1096.5,1455.5
Jaguar Q-Class,Jaguar,Pickup,E,75349,413,5,0,3,6.75,Diesel,Diesel,0,0,1012.5,1425.5
Honda DD-9,Honda,MPV,C,39411,594,7,667,5,8.29,Petrol,Petrol,0,0,1243.4999999999998,1837.4999999999998
Peugeot L4,Peugeot,Hatchback,D,57153,588,5,518,4,6.54,Hybrid,Petrol+Electric,1,0,981.0,1569.0
Fiat UU-7,Fiat,Crossover,C,41287,659,6,707,4,11.49,Petrol,Petrol,0,1,1723.5,2382.5
Renault P55,Renault,SUV,C,39600,624,7,460,4,8.62,Diesel,Diesel,0,0,1292.9999999999998,1916.9999999999998
Mercedes-Benz N7x,Mercedes-Benz,Crossover,E,74033,783,7,651,5,9.5,Diesel,Diesel,0,1,1425.0,2208.0
Seat C66,Seat,Crossover,C,46039,674,5,716,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1424.0
Toyota 444,Toyota,Convertible,D,68382,777,2,271,4,7.21,Diesel,Diesel,0,0,1081.5,1858.5
Skoda X88,Skoda,Hatchback,E,77910,796,5,393,5,7.71,Diesel,Diesel,0,0,1156.5,1952.5
Nissan B1,Nissan,SUV,E,79620,802,7,606,4,11.01,Petrol,Petrol,0,1,1651.5,2453.5
Opel N-Class,Opel,Pickup,B,35099,851,2,0,3,9.64,Diesel,Diesel,0,0,1446.0,2297.0
Skoda D5x,Skoda,Sedan,B,30982,511,5,562,5,5.75,Hybrid,Petrol+Electric,1,0,862.5,1373.5
Kia VV1,Kia,Hatchback,C,51415,829,5,501,5,8.72,Diesel,Diesel,0,0,1308.0,2137.0
Mini 111,Mini,Wagon,F,107978,567,5,864,5,9.0,Hybrid,Petrol+Electric,1,1,1350.0,1917.0
Opel TT-88,Opel,Wagon,C,46968,563,5,730,4,7.26,Diesel,Diesel,0,1,1089.0,1652.0
Toyota DD-55,Toyota,Crossover,C,51812,764,7,620,4,5.0,Hybrid,Diesel+Electric,1,1,750.0,1514.0
Citroën A5,Citroën,Wagon,C,41819,571,5,791,5,6.14,Hybrid,Diesel+Electric,1,1,921.0,1492.0
Volkswagen SS-9,Volkswagen,Wagon,A,31402,392,5,699,4,10.06,Diesel,Diesel,0,1,1509.0,1901.0
Hyundai 555,Hyundai,Hatchback,B,35869,458,5,310,3,9.24,Diesel,Diesel,0,0,1386.0,1844.0
Audi L4,Audi,Crossover,B,34741,429,5,634,4,10.55,Petrol,Petrol,0,1,1582.5,2011.5
Fiat 333,Fiat,Wagon,A,21045,353,5,823,5,10.85,Petrol,Petrol,0,1,1627.5,1980.5
Volvo I9,Volvo,Convertible,D,52770,631,3,317,3,12.79,Petrol,Petrol,0,0,1918.4999999999998,2549.5
Renault T5,Renault,Sedan,C,38644,431,5,449,3,7.67,Petrol,Petrol,0,0,1150.5,1581.5
BMW NN-99,BMW,Hatchback,B,35143,509,5,317,4,7.44,Hybrid,Petrol+Electric,1,0,1116.0,1625.0
Skoda VV-44,Skoda,Wagon,C,44341,489,5,736,4,12.47,Petrol,Petrol,0,1,1870.5,2359.5
Dacia 888,Dacia,Sedan,C,46020,443,5,516,4,10.03,Diesel,Diesel,0,0,1504.5,1947.5
Nissan WW-22,Nissan,Hatchback,C,41568,383,5,456,5,9.24,Petrol,Petrol,0,0,1386.0,1769.0
Seat N9x,Seat,Coupe,C,40900,690,2,287,4,10.58,Diesel,Diesel,0,0,1587.0,2277.0
Volkswagen D-Class,Volkswagen,SUV,A,30885,610,6,700,4,9.99,Diesel,Diesel,0,1,1498.5,2108.5
Lexus D3x,Lexus,SUV,D,49435,200,5,753,5,11.13,Petrol,Petrol,0,1,1669.5000000000002,1869.5000000000002
BMW QQ-5,BMW,Hatchback,B,25814,424,5,350,4,9.34,Petrol,Petrol,0,0,1401.0,1825.0
Toyota Q8,Toyota,Hatchback,B,32271,641,5,323,5,12.86,Petrol,Petrol,0,0,1929.0,2570.0
Hyundai H-Class,Hyundai,Coupe,B,37690,608,3,342,4,14.44,Petrol,Petrol,0,0,2166.0,2774.0
Fiat L77,Fiat,SUV,C,41885,807,6,687,4,7.65,Hybrid,Petrol+Electric,1,1,1147.5,1954.5
Opel G99,Opel,Hatchback,B,33947,552,5,333,4,10.21,Diesel,Diesel,0,0,1531.5000000000002,2083.5
Volkswagen T-Class,Volkswagen,SUV,C,45096,591,5,561,5,13.26,Petrol,Petrol,0,1,1989.0,2580.0
Volkswagen AA-22,Volkswagen,Hatchback,B,28687,429,5,422,5,11.44,Petrol,Petrol,0,0,1716.0,2145.0
Fiat F-Class,Fiat,Hatchback,A,30081,373,5,468,4,8.79,Diesel,Diesel,0,0,1318.4999999999998,1691.4999999999998
Jaguar A44,Jaguar,Sedan,E,73475,635,5,509,5,5.45,Hybrid,Petrol+Electric,1,0,817.5,1452.5
Peugeot BB-99,Peugeot,Crossover,C,44927,514,5,442,4,5.36,Hybrid,Petrol+Electric,1,0,804.0,1318.0
Toyota SS-33,Toyota,Sedan,B,41785,886,5,566,3,8.84,Petrol,Petrol,0,0,1326.0,2212.0
Honda 777,Honda,SUV,C,38616,444,5,761,5,7.99,Petrol,Petrol,0,1,1198.5,1642.5
BMW F1,BMW,SUV,B,31679,480,6,465,4,6.31,Hybrid,Petrol+Electric,1,0,946.4999999999999,1426.5
Audi D-Class,Audi,SUV,D,55443,564,5,450,4,9.66,Petrol,Petrol,0,0,1449.0,2013.0
Skoda 666,Skoda,Hatchback,A,37286,675,5,328,5,11.84,Petrol,Petrol,0,0,1776.0,2451.0
Subaru U9 Pro,Subaru,Hatchback,C,39166,676,5,495,5,6.91,Diesel,Diesel,0,0,1036.5,1712.5
Fiat EE-22,Fiat,Hatchback,E,82116,412,5,506,5,6.76,Hybrid,Petrol+Electric,1,0,1014.0,1426.0
Hyundai 111,Hyundai,SUV,B,33385,682,5,629,4,10.04,Hybrid,Petrol+Electric,1,1,1505.9999999999998,2188.0
Mini R5 Pro,Mini,Wagon,B,26679,472,5,670,5,11.93,Petrol,Petrol,0,1,1789.5,2261.5
Hyundai A2 Pro,Hyundai,Hatchback,C,39226,243,5,504,5,7.1,Diesel,Diesel,0,0,1065.0,1308.0
DS Automobiles N5 Pro,DS Automobiles,Wagon,F,121296,671,5,598,4,5.51,Hybrid,Petrol+Electric,1,1,826.5,1497.5
Hyundai S-Class,Hyundai,Wagon,C,39888,432,5,503,4,9.63,Petrol,Petrol,0,1,1444.5000000000002,1876.5000000000002
Vauxhall D88,Vauxhall,Hatchback,D,62769,708,5,487,4,6.22,Hybrid,Petrol+Electric,1,0,933.0,1641.0
Ford RR9,Ford,Hatchback,B,37257,653,5,503,4,10.72,Diesel,Diesel,0,0,1608.0,2261.0
Hyundai TT-8,Hyundai,Sedan,D,44752,639,5,575,4,12.02,Petrol,Petrol,0,0,1803.0,2442.0
Ford M8 Pro,Ford,Hatchback,B,32031,647,5,420,3,5.21,Hybrid,Petrol+Electric,1,0,781.5,1428.5
Porsche S3,Porsche,SUV,C,40836,477,6,819,5,7.84,Hybrid,Petrol+Electric,1,1,1176.0,1653.0
Lamborghini A5,Lamborghini,Hatchback,B,32955,608,5,314,3,6.98,Diesel,Diesel,0,0,1047.0,1655.0
Nissan B7 Pro,Nissan,Coupe,C,40275,722,3,359,3,9.05,Diesel,Diesel,0,0,1357.5,2079.5
Volvo LL-88,Volvo,SUV,B,37840,556,5,815,3,5.0,Hybrid,Petrol+Electric,1,1,750.0,1306.0
Vauxhall 444,Vauxhall,Wagon,D,54192,477,5,717,5,8.71,Petrol,Petrol,0,1,1306.5000000000002,1783.5000000000002
Fiat T2x,Fiat,Wagon,D,57637,787,5,612,4,5.96,Hybrid,Petrol+Electric,1,1,894.0,1681.0
Ford U-Class,Ford,SUV,D,56409,645,6,525,5,8.66,Diesel,Diesel,0,1,1299.0,1944.0
Ford 222,Ford,MPV,F,115143,608,8,592,4,9.35,Diesel,Diesel,0,0,1402.5,2010.5
Dacia R88,Dacia,Pickup,C,41547,765,2,0,5,14.69,Petrol,Petrol,0,0,2203.5,2968.5
Peugeot F-Class,Peugeot,SUV,D,62923,362,7,488,4,12.12,Petrol,Petrol,0,0,1817.9999999999998,2180.0
Mitsubishi R3 Pro,Mitsubishi,Hatchback,A,30907,469,5,314,4,14.79,Petrol,Petrol,0,0,2218.5,2687.5
Hyundai ZZ-77,Hyundai,SUV,E,75852,605,7,647,5,8.88,Diesel,Diesel,0,1,1332.0000000000002,1937.0000000000002
Porsche WW-11,Porsche,Sedan,C,39505,631,5,504,5,13.25,Petrol,Petrol,0,0,1987.5,2618.5
Land Rover B-Class,Land Rover,SUV,C,36967,501,6,490,5,10.55,Petrol,Petrol,0,0,1582.5,2083.5
Toyota XX-2,Toyota,SUV,C,46681,484,5,700,5,7.19,Hybrid,Petrol+Electric,1,1,1078.5,1562.5
Toyota C-Class,Toyota,SUV,D,57643,691,7,647,4,6.74,Hybrid,Petrol+Electric,1,1,1011.0,1702.0
Audi 777,Audi,Wagon,D,60819,738,5,620,5,8.73,Diesel,Diesel,0,1,1309.5,2047.5
Cupra Q9,Cupra,Sedan,D,55669,536,5,596,3,10.05,Petrol,Petrol,0,0,1507.5,2043.5
Peugeot FF-8,Peugeot,SUV,C,48460,652,5,707,4,9.27,Diesel,Diesel,0,1,1390.5,2042.5
Suzuki W-Class,Suzuki,SUV,C,45274,393,7,590,5,6.4,Hybrid,Petrol+Electric,1,1,960.0,1353.0
Ford H6 Pro,Ford,Wagon,E,74446,546,5,838,5,5.0,Hybrid,Petrol+Electric,1,1,750.0,1296.0
Fiat M2x,Fiat,Crossover,D,56475,561,6,753,3,6.81,Hybrid,Petrol+Electric,1,1,1021.4999999999999,1582.5
Renault TT-77,Renault,Hatchback,C,47686,397,5,400,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1147.0
Renault K11,Renault,Crossover,C,32381,295,7,630,3,10.78,Petrol,Petrol,0,1,1617.0,1912.0
Vauxhall X5x,Vauxhall,Hatchback,C,39575,475,5,513,4,9.37,Petrol,Petrol,0,0,1405.4999999999998,1880.4999999999998
Volvo N9x,Volvo,Wagon,D,57299,721,5,682,5,10.79,Petrol,Petrol,0,1,1618.4999999999998,2339.5
BMW ZZ-5,BMW,Crossover,C,45750,619,7,456,3,12.34,Petrol,Petrol,0,0,1851.0,2470.0
Suzuki A5x,Suzuki,SUV,E,73886,531,6,602,4,12.29,Petrol,Petrol,0,1,1843.4999999999998,2374.5
Peugeot RR-55,Peugeot,Wagon,E,74602,901,5,792,5,11.02,Hybrid,Petrol+Electric,1,1,1653.0,2554.0
Mini C88,Mini,Coupe,C,49412,497,3,377,4,9.87,Diesel,Diesel,0,0,1480.4999999999998,1977.4999999999998
Opel E9,Opel,Wagon,B,36929,590,5,795,4,6.59,Hybrid,Petrol+Electric,1,1,988.5,1578.5
Renault DD7,Renault,Crossover,C,46769,491,5,747,5,7.22,Hybrid,Diesel+Electric,1,1,1083.0,1574.0
BMW F66,BMW,Wagon,C,46605,692,5,723,4,12.88,Petrol,Petrol,0,1,1932.0000000000002,2624.0
Volvo VV-7,Volvo,SUV,C,50374,542,6,724,4,5.0,Hybrid,Diesel+Electric,1,1,750.0,1292.0
Alfa Romeo S-Class,Alfa Romeo,Wagon,E,78753,607,5,555,5,13.47,Petrol,Petrol,0,1,2020.5,2627.5
Hyundai A99,Hyundai,Coupe,B,32737,648,4,353,4,14.45,Petrol,Petrol,0,0,2167.5,2815.5
Ferrari II-9,Ferrari,Hatchback,C,50218,540,5,420,4,7.33,Hybrid,Petrol+Electric,1,0,1099.5,1639.5
Skoda S9x,Skoda,Sedan,E,77547,687,5,386,4,14.0,Petrol,Petrol,0,0,2100.0,2787.0
Peugeot UU-1,Peugeot,Sedan,E,77916,656,5,419,5,8.12,Diesel,Diesel,0,0,1217.9999999999998,1873.9999999999998
Citroën E5x,Citroën,Hatchback,C,42854,276,5,461,5,9.36,Diesel,Diesel,0,0,1404.0,1680.0
Aston Martin Q3x,Aston Martin,SUV,B,29612,782,6,481,5,12.55,Petrol,Petrol,0,0,1882.5,2664.5
Audi P2 Pro,Audi,Sedan,C,42999,591,5,533,5,7.65,Petrol,Petrol,0,0,1147.5,1738.5
DS Automobiles A2x,DS Automobiles,Crossover,C,47578,503,5,604,4,7.06,Hybrid,Petrol+Electric,1,1,1059.0,1562.0
Opel 222,Opel,Hatchback,C,35868,679,5,401,4,8.94,Petrol,Petrol,0,0,1341.0,2020.0
BMW DD-4,BMW,Sedan,B,32274,396,5,526,4,7.89,Petrol,Petrol,0,0,1183.5,1579.5
Peugeot WW3,Peugeot,Crossover,C,39772,479,7,648,4,6.08,Diesel,Diesel,0,1,912.0,1391.0
BMW XX-7,BMW,SUV,D,59470,497,7,747,4,8.12,Diesel,Diesel,0,1,1217.9999999999998,1714.9999999999998
Kia 444,Kia,SUV,C,42273,596,6,649,4,10.53,Diesel,Diesel,0,1,1579.5,2175.5
Volvo ZZ-77,Volvo,Coupe,D,65058,496,2,237,5,7.69,Hybrid,Petrol+Electric,1,0,1153.5,1649.5
Skoda L3,Skoda,Pickup,C,36879,492,2,0,3,14.0,Petrol,Petrol,0,0,2100.0,2592.0
Mazda BB-5,Mazda,Crossover,C,50194,434,6,720,4,7.02,Diesel,Diesel,0,1,1053.0,1487.0
Nissan SS9,Nissan,Hatchback,C,55416,560,5,505,4,7.32,Diesel,Diesel,0,0,1098.0,1658.0
Porsche 666,Porsche,Hatchback,F,119198,731,5,342,4,9.45,Hybrid,Petrol+Electric,1,0,1417.5,2148.5
Dacia F6,Dacia,Pickup,C,42054,675,2,0,4,6.27,Hybrid,Diesel+Electric,1,0,940.4999999999999,1615.5
Honda K-Class,Honda,Crossover,C,46840,622,5,614,4,7.72,Diesel,Diesel,0,1,1158.0,1780.0
Ford I22,Ford,Wagon,C,45382,561,5,691,5,6.14,Diesel,Diesel,0,1,921.0,1482.0
Kia 666,Kia,Crossover,E,82876,787,7,639,3,6.62,Diesel,Diesel,0,1,993.0,1780.0
Volvo G5,Volvo,Hatchback,C,47381,687,5,313,4,8.03,Hybrid,Petrol+Electric,1,0,1204.5,1891.5
Mitsubishi A-Class,Mitsubishi,SUV,C,44448,690,7,512,4,8.15,Hybrid,Petrol+Electric,1,1,1222.5,1912.5
BMW C8x,BMW,Coupe,D,58544,695,2,229,4,10.35,Diesel,Diesel,0,0,1552.5,2247.5
Hyundai ZZ-22,Hyundai,Convertible,B,29274,469,3,292,5,8.74,Diesel,Diesel,0,0,1311.0,1780.0
Dacia E5 Pro,Dacia,Sedan,C,40425,569,5,528,5,8.59,Diesel,Diesel,0,0,1288.5,1857.5
BMW T9 Pro,BMW,Crossover,C,41662,576,6,644,5,12.63,Petrol,Petrol,0,1,1894.5000000000002,2470.5
Vauxhall S9,Vauxhall,Hatchback,F,103343,369,5,369,3,7.49,Diesel,Diesel,0,0,1123.5,1492.5
Porsche N8,Porsche,MPV,D,48734,536,8,592,4,10.08,Petrol,Petrol,0,0,1512.0,2048.0
Peugeot E2 Pro,Peugeot,Sedan,A,25930,731,5,403,5,15.19,Petrol,Petrol,0,0,2278.5,3009.5
Saab C-Class,Saab,Wagon,D,61961,558,5,701,3,10.58,Diesel,Diesel,0,1,1587.0,2145.0
Aston Martin O-Class,Aston Martin,Sedan,D,56610,391,5,562,4,5.75,Hybrid,Petrol+Electric,1,0,862.5,1253.5
Dacia 666,Dacia,Crossover,C,51568,483,7,551,4,9.07,Hybrid,Petrol+Electric,1,1,1360.5,1843.5
Mercedes-Benz N77,Mercedes-Benz,Crossover,B,31788,435,7,751,5,9.78,Petrol,Petrol,0,1,1467.0,1902.0
Skoda S-Class,Skoda,SUV,B,32560,682,5,820,5,7.65,Petrol,Petrol,0,1,1147.5,1829.5
Honda U4 Pro,Honda,Coupe,C,43943,902,3,212,4,8.1,Diesel,Diesel,0,0,1215.0,2117.0
Peugeot X9x,Peugeot,Convertible,C,39829,548,2,318,4,9.51,Petrol,Petrol,0,0,1426.5,1974.5
Opel KK-99,Opel,Coupe,E,72159,496,4,339,5,11.82,Petrol,Petrol,0,0,1773.0,2269.0
Volkswagen T5x,Volkswagen,SUV,B,36442,385,7,669,4,9.7,Petrol,Petrol,0,1,1455.0,1840.0
Audi 666,Audi,Wagon,D,56413,686,5,578,4,12.54,Petrol,Petrol,0,1,1880.9999999999998,2567.0
Toyota L-Class,Toyota,Crossover,B,29171,579,7,551,3,11.56,Petrol,Petrol,0,1,1734.0,2313.0
Mazda 333,Mazda,Crossover,D,57936,757,7,701,4,8.41,Diesel,Diesel,0,1,1261.5,2018.5
Mazda B88,Mazda,SUV,A,26851,499,5,626,4,11.31,Diesel,Diesel,0,1,1696.5,2195.5
Kia HH7,Kia,Crossover,C,48413,751,7,729,4,6.38,Hybrid,Petrol+Electric,1,1,957.0,1708.0
Fiat M2,Fiat,Hatchback,B,31502,588,5,358,4,9.94,Diesel,Diesel,0,0,1491.0,2079.0
Citroën 222,Citroën,SUV,C,46177,479,7,565,4,7.96,Hybrid,Petrol+Electric,1,1,1194.0,1673.0
Volkswagen W1x,Volkswagen,Hatchback,C,39595,311,5,470,3,8.35,Diesel,Diesel,0,0,1252.5,1563.5
Renault UU-9,Renault,Sedan,D,59519,527,5,409,5,5.36,Hybrid,Petrol+Electric,1,0,804.0,1331.0
Opel N4 Pro,Opel,Hatchback,B,45958,558,5,411,4,7.6,Diesel,Diesel,0,0,1140.0,1698.0
Audi L4x,Audi,Sedan,C,40749,394,5,461,3,11.17,Petrol,Petrol,0,0,1675.5,2069.5
Volkswagen X3x,Volkswagen,Wagon,C,42505,651,5,723,4,9.53,Diesel,Diesel,0,1,1429.5,2080.5
Audi 555,Audi,Crossover,A,24823,415,6,476,4,13.72,Petrol,Petrol,0,0,2058.0,2473.0
Subaru MM1,Subaru,Hatchback,A,29006,443,5,309,4,8.42,Diesel,Diesel,0,0,1263.0,1706.0
Nissan Q1x,Nissan,Wagon,C,45415,417,5,808,4,8.01,Hybrid,Petrol+Electric,1,1,1201.5,1618.5
Porsche A5,Porsche,MPV,C,51064,414,6,542,4,9.67,Petrol,Petrol,0,0,1450.5,1864.5
Ford K99,Ford,Convertible,F,115711,642,2,234,4,8.14,Diesel,Diesel,0,0,1221.0,1863.0
Toyota F-Class,Toyota,Coupe,B,34461,452,4,238,4,6.98,Hybrid,Petrol+Electric,1,0,1047.0,1499.0
Audi N-Class,Audi,Pickup,D,52364,575,4,0,4,7.05,Diesel,Diesel,0,0,1057.5,1632.5
Toyota Z-Class,Toyota,Crossover,D,55844,611,7,658,4,13.2,Petrol,Petrol,0,1,1980.0,2591.0
BMW O8x,BMW,Pickup,D,49314,755,5,0,4,7.39,Diesel,Diesel,0,0,1108.5,1863.5
Fiat B6x,Fiat,MPV,C,47337,684,8,719,5,7.65,Petrol,Petrol,0,0,1147.5,1831.5
Seat I3x,Seat,Sedan,F,108113,457,5,620,5,7.59,Hybrid,Diesel+Electric,1,0,1138.5,1595.5
Fiat K6,Fiat,Convertible,C,44886,669,3,241,3,5.26,Hybrid,Petrol+Electric,1,0,789.0,1458.0
Citroën M8x,Citroën,Coupe,D,54734,704,3,248,4,10.75,Petrol,Petrol,0,0,1612.5,2316.5
Honda LL-99,Honda,Wagon,B,36866,692,5,840,5,8.68,Diesel,Diesel,0,1,1302.0,1994.0
Vauxhall T8,Vauxhall,MPV,D,66474,537,6,913,4,5.41,Hybrid,Diesel+Electric,1,0,811.5,1348.5
Kia L-Class,Kia,SUV,F,110783,836,5,739,4,11.53,Petrol,Petrol,0,1,1729.5,2565.5
Nissan RR-1,Nissan,SUV,E,79166,576,6,619,5,11.45,Diesel,Diesel,0,1,1717.5,2293.5
Toyota E4x,Toyota,Crossover,C,44533,672,6,636,4,5.59,Hybrid,Petrol+Electric,1,1,838.5,1510.5
Volkswagen II7,Volkswagen,Wagon,D,71647,755,5,610,3,5.04,Hybrid,Diesel+Electric,1,1,756.0,1511.0
Suzuki E3x,Suzuki,Convertible,B,37582,646,2,184,4,12.18,Diesel,Diesel,0,0,1827.0,2473.0
Toyota L5x,Toyota,Convertible,D,60573,363,4,192,3,5.83,Hybrid,Petrol+Electric,1,0,874.5,1237.5
Citroën D7,Citroën,Wagon,C,35356,541,5,721,3,13.35,Petrol,Petrol,0,1,2002.5,2543.5
Opel UU6,Opel,MPV,D,60008,718,6,619,5,11.06,Diesel,Diesel,0,0,1659.0,2377.0
Porsche BB-1,Porsche,Hatchback,C,42664,552,5,517,3,12.18,Petrol,Petrol,0,0,1827.0,2379.0
Nissan F3x,Nissan,MPV,A,28910,555,5,532,5,10.04,Diesel,Diesel,0,0,1505.9999999999998,2061.0
Lamborghini 333,Lamborghini,Hatchback,B,40880,533,5,410,4,8.03,Hybrid,Petrol+Electric,1,0,1204.5,1737.5
Nissan F-Class,Nissan,Crossover,A,24619,431,6,611,5,9.43,Petrol,Petrol,0,1,1414.5,1845.5
Fiat Q8x,Fiat,Hatchback,C,43013,542,5,421,5,13.62,Petrol,Petrol,0,0,2042.9999999999998,2585.0
Ferrari N-Class,Ferrari,Crossover,D,56003,740,5,593,5,8.61,Diesel,Diesel,0,1,1291.5,2031.5
Citroën UU2,Citroën,SUV,D,69375,547,7,467,4,5.66,Hybrid,Petrol+Electric,1,0,849.0,1396.0
Fiat A2x,Fiat,Hatchback,D,55763,597,5,447,4,10.29,Hybrid,Petrol+Electric,1,0,1543.4999999999998,2140.5
Honda 555,Honda,Crossover,D,67983,306,5,509,4,5.0,Hybrid,Diesel+Electric,1,1,750.0,1056.0
Volkswagen 666,Volkswagen,Wagon,C,43911,486,5,604,5,7.36,Hybrid,Petrol+Electric,1,1,1104.0,1590.0
Ford I9 Pro,Ford,Hatchback,C,36697,584,5,433,5,7.2,Hybrid,Petrol+Electric,1,0,1080.0,1664.0
Citroën V7 Pro,Citroën,Wagon,C,43398,690,5,814,4,7.65,Petrol,Petrol,0,1,1147.5,1837.5
Honda A9,Honda,Hatchback,B,35018,402,5,491,4,5.36,Hybrid,Petrol+Electric,1,0,804.0,1206.0
Nissan D8,Nissan,Hatchback,C,42387,619,5,489,4,10.16,Diesel,Diesel,0,0,1524.0,2143.0
Mazda N8 Pro,Mazda,Hatchback,D,56839,732,5,468,4,8.34,Diesel,Diesel,0,0,1251.0,1983.0
Nissan SS-33,Nissan,Crossover,C,45288,471,6,566,4,7.28,Hybrid,Petrol+Electric,1,1,1092.0,1563.0
Dacia CC-3,Dacia,Wagon,D,61638,373,5,835,3,13.53,Petrol,Petrol,0,1,2029.5,2402.5
Volvo PP1,Volvo,Crossover,B,40832,443,7,728,4,7.27,Diesel,Diesel,0,1,1090.5,1533.5
Hyundai P-Class,Hyundai,Coupe,D,57700,378,3,343,3,11.52,Petrol,Petrol,0,0,1728.0,2106.0
Mitsubishi I3x,Mitsubishi,Crossover,B,35864,619,7,421,4,12.44,Petrol,Petrol,0,0,1866.0,2485.0
Peugeot C3x,Peugeot,Coupe,E,74000,658,4,313,4,9.94,Diesel,Diesel,0,0,1491.0,2149.0
Citroën 111,Citroën,Pickup,B,33990,485,2,0,5,12.93,Petrol,Petrol,0,0,1939.5,2424.5
Fiat RR-5,Fiat,SUV,C,41085,475,5,789,5,8.57,Diesel,Diesel,0,1,1285.5,1760.5
Citroën ZZ-8,Citroën,Hatchback,C,36493,641,5,417,4,10.09,Petrol,Petrol,0,0,1513.5,2154.5
Skoda HH7,Skoda,Hatchback,B,34794,502,5,317,4,7.74,Hybrid,Petrol+Electric,1,0,1161.0,1663.0
Seat XX7,Seat,Crossover,C,39600,626,6,542,5,6.78,Diesel,Diesel,0,1,1017.0,1643.0
Lexus B8 Pro,Lexus,Crossover,B,33484,446,7,658,4,6.56,Hybrid,Petrol+Electric,1,1,983.9999999999999,1430.0
Renault M3 Pro,Renault,Sedan,C,36582,418,5,574,5,10.31,Diesel,Diesel,0,0,1546.5,1964.5
Ford II9,Ford,Convertible,E,87457,761,2,267,5,6.89,Hybrid,Petrol+Electric,1,0,1033.5,1794.5
Fiat K33,Fiat,MPV,C,46853,545,5,717,5,5.76,Hybrid,Petrol+Electric,1,0,864.0,1409.0
Mitsubishi 999,Mitsubishi,Sedan,C,36517,512,5,503,4,7.4,Hybrid,Petrol+Electric,1,0,1110.0,1622.0
BMW RR-6,BMW,Sedan,E,69141,608,5,510,5,11.54,Petrol,Petrol,0,0,1730.9999999999998,2339.0
Ferrari M-Class,Ferrari,Sedan,C,39301,647,5,618,5,9.54,Petrol,Petrol,0,0,1430.9999999999998,2078.0
Volkswagen B7,Volkswagen,SUV,D,58043,728,6,820,5,8.97,Hybrid,Petrol+Electric,1,1,1345.5,2073.5
Subaru K-Class,Subaru,Coupe,C,42845,398,3,280,4,12.33,Petrol,Petrol,0,0,1849.5,2247.5
Skoda V-Class,Skoda,Crossover,C,39183,490,5,516,5,6.51,Hybrid,Petrol+Electric,1,1,976.5,1466.5
Porsche ZZ3,Porsche,Hatchback,B,32002,434,5,350,4,6.83,Diesel,Diesel,0,0,1024.5,1458.5
Opel CC-2,Opel,SUV,B,32790,525,5,607,5,7.45,Hybrid,Petrol+Electric,1,1,1117.5,1642.5
Toyota G33,Toyota,Hatchback,C,42715,495,5,335,5,8.22,Petrol,Petrol,0,0,1233.0,1728.0
Peugeot KK-99,Peugeot,SUV,D,63150,538,7,480,5,8.13,Hybrid,Petrol+Electric,1,0,1219.5000000000002,1757.5000000000002
Nissan WW-22,Nissan,SUV,B,36796,564,6,568,4,8.43,Diesel,Diesel,0,1,1264.5,1828.5
Ferrari PP-77,Ferrari,Crossover,E,71029,582,6,534,4,11.39,Diesel,Diesel,0,1,1708.5,2290.5
Skoda HH-5,Skoda,Crossover,C,38818,825,6,675,4,11.5,Petrol,Petrol,0,1,1725.0,2550.0
Renault Q33,Renault,Convertible,C,47977,352,3,306,4,12.92,Petrol,Petrol,0,0,1938.0,2290.0
Mercedes-Benz G9,Mercedes-Benz,Hatchback,E,82737,596,5,373,4,9.39,Petrol,Petrol,0,0,1408.5,2004.5
Mercedes-Benz N3 Pro,Mercedes-Benz,Wagon,E,73238,471,5,607,5,8.48,Diesel,Diesel,0,1,1272.0,1743.0
DS Automobiles 666,DS Automobiles,Hatchback,C,40361,591,5,385,3,7.44,Diesel,Diesel,0,0,1116.0,1707.0
Fiat V9,Fiat,Sedan,B,40886,389,5,581,4,7.32,Hybrid,Diesel+Electric,1,0,1098.0,1487.0
Volkswagen C7,Volkswagen,Convertible,B,41242,562,3,224,3,7.64,Hybrid,Diesel+Electric,1,0,1146.0,1708.0
Dacia BB-5,Dacia,Wagon,B,33703,417,5,715,4,5.21,Hybrid,Petrol+Electric,1,1,781.5,1198.5
Volkswagen XX4,Volkswagen,Hatchback,D,48244,667,5,401,4,10.85,Petrol,Petrol,0,0,1627.5,2294.5
Fiat N4,Fiat,SUV,C,38440,364,5,651,4,10.41,Petrol,Petrol,0,1,1561.5,1925.5
Suzuki ZZ9,Suzuki,Wagon,D,58447,468,5,700,3,6.08,Diesel,Diesel,0,1,912.0,1380.0
Rolls-Royce E5 Pro,Rolls-Royce,MPV,B,33131,392,5,992,3,11.7,Petrol,Petrol,0,0,1755.0,2147.0
Mitsubishi LL-4,Mitsubishi,Crossover,C,52495,684,7,466,4,9.64,Diesel,Diesel,0,0,1446.0,2130.0
