model_name,brand,body_type,segment,price_eur,maintenance_cost_year,seating_capacity,boot_capacity_l,safety_rating,energy_cost_100km,powertrain_type,fuel_type,sustainable,coche_familiar,costo_energia_anual,costo_total_anual,cto_5y,prop_cto_ingreso
Fiat QQ-66,Fiat,Wagon,A,31566,480,5,832,4,7.22,Diesel,Diesel,0,1,1083.0,1563.0,39381.0,1.1343760801935707
Renault K55,Renault,Hatchback,F,112456,823,5,327,4,11.38,Diesel,Diesel,0,0,1707.0000000000002,2530.0,125106.0,3.603698582786035
Skoda 333,Skoda,Hatchback,F,118207,668,5,490,4,9.84,Hybrid,Petrol+Electric,1,0,1476.0,2144.0,128927.0,3.7137631063486576
Mitsubishi F77,Mitsubishi,Hatchback,B,41844,635,5,432,4,5.91,Hybrid,Petrol+Electric,1,0,886.5,1521.5,49451.5,1.4244584629565618
Renault 777,Renault,MPV,C,43827,470,5,538,4,13.83,Petrol,Petrol,0,0,2074.5,2544.5,56549.5,1.6289175020163613
BMW S99,BMW,MPV,B,33411,512,5,779,4,11.22,Petrol,Petrol,0,0,1683.0,2195.0,44386.0,1.2785459154280447
Jaguar XX-55,Jaguar,Coupe,C,56108,694,3,268,3,10.58,Diesel,Diesel,0,0,1587.0,2281.0,67513.0,1.9447228943426662
Hyundai DD-3,Hyundai,Hatchback,D,47383,511,5,430,5,11.73,Petrol,Petrol,0,0,1759.5,2270.5,58735.5,1.6918855858969928
Renault DD-11,Renault,Crossover,E,81478,534,6,430,4,8.64,Hybrid,Petrol+Electric,1,0,1296.0,1830.0,90628.0,2.6105542113146676
Citroën N88,Citroën,Sedan,C,51202,675,5,381,4,8.12,Hybrid,Petrol+Electric,1,0,1217.9999999999998,1892.9999999999998,60667.0,1.7475227560778892
Cupra Q3x,Cupra,SUV,D,59369,667,5,721,4,6.08,Diesel,Diesel,0,1,912.0,1579.0,67264.0,1.9375504090332987
Mitsubishi T6,Mitsubishi,Sedan,D,71160,496,5,576,4,8.21,Hybrid,Petrol+Electric,1,0,1231.5000000000002,1727.5000000000002,79797.5,2.298579905519069
Nissan TT-33,Nissan,Coupe,B,38197,518,2,276,4,11.49,Petrol,Petrol,0,0,1723.5,2241.5,49404.5,1.4231046203479663
Opel AA-88,Opel,Hatchback,C,40395,431,5,378,5,11.24,Petrol,Petrol,0,0,1686.0,2117.0,50980.0,1.4684871528977992
Opel LL2,Opel,Crossover,D,55216,558,7,675,4,12.19,Diesel,Diesel,0,1,1828.5,2386.5,67148.5,1.9342234128355802
Volkswagen CC3,Volkswagen,Pickup,D,67210,538,5,0,4,8.21,Hybrid,Petrol+Electric,1,0,1231.5000000000002,1769.5000000000002,76057.5,2.1908486000691325
Suzuki U55,Suzuki,Crossover,F,118878,614,5,523,5,6.26,Hybrid,Petrol+Electric,1,1,939.0,1553.0,126643.0,3.6479721166032952
Volkswagen E2x,Volkswagen,Hatchback,A,39718,414,5,475,3,6.52,Hybrid,Diesel+Electric,1,0,977.9999999999999,1392.0,46678.0,1.344567346468487
Volkswagen VV-6,Volkswagen,MPV,B,32970,488,5,786,4,14.15,Petrol,Petrol,0,0,2122.5,2610.5,46022.5,1.3256855628528632
Hyundai X-Class,Hyundai,Crossover,B,35763,651,7,442,4,5.99,Hybrid,Petrol+Electric,1,0,898.5,1549.5,43510.5,1.2533269961977187
Porsche UU8,Porsche,SUV,B,29935,751,6,706,5,8.52,Diesel,Diesel,0,1,1278.0,2029.0,40080.0,1.1545108883511925
Hyundai U7,Hyundai,Crossover,C,39571,406,7,741,4,11.31,Petrol,Petrol,0,1,1696.5,2102.5,50083.5,1.442663325267888
Lamborghini M55,Lamborghini,Convertible,E,73639,716,2,287,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1466.0,80969.0,2.332325152667358
Volvo RR-5,Volvo,SUV,C,45900,839,7,634,4,7.03,Hybrid,Diesel+Electric,1,1,1054.5,1893.5,55367.5,1.5948698006682798
Fiat A8 Pro,Fiat,SUV,D,49645,539,5,680,4,9.54,Diesel,Diesel,0,1,1430.9999999999998,1969.9999999999998,59495.0,1.7137631063486576
Opel FF1,Opel,SUV,C,48128,632,6,808,4,9.9,Petrol,Petrol,0,1,1485.0,2117.0,58713.0,1.69123746975458
Saab XX-5,Saab,Hatchback,C,45434,708,5,419,5,8.85,Diesel,Diesel,0,0,1327.5,2035.5,55611.5,1.6018982601682221
Fiat P-Class,Fiat,Wagon,D,54147,486,5,554,5,8.34,Hybrid,Diesel+Electric,1,1,1251.0,1737.0,62832.0,1.8098859315589353
Lexus BB5,Lexus,Hatchback,D,55958,678,5,336,5,12.07,Petrol,Petrol,0,0,1810.5,2488.5,68400.5,1.9702874755156123
Land Rover WW-22,Land Rover,SUV,C,44842,514,7,580,4,10.78,Petrol,Petrol,0,1,1617.0,2131.0,55497.0,1.5986000691323885
DS Automobiles SS1,DS Automobiles,SUV,E,74922,772,6,766,4,8.88,Diesel,Diesel,0,1,1332.0000000000002,2104.0,85442.0,2.461170641779007
BMW U11,BMW,Sedan,C,42316,752,5,490,3,10.71,Petrol,Petrol,0,0,1606.5000000000002,2358.5,54108.5,1.5586041018550525
Seat K7,Seat,SUV,B,41982,694,7,711,5,6.13,Hybrid,Petrol+Electric,1,1,919.5,1613.5,50049.5,1.4416839497637977
Renault QQ-7,Renault,Crossover,C,48909,533,7,740,4,7.87,Hybrid,Petrol+Electric,1,1,1180.5,1713.5,57476.5,1.6556198870837655
Skoda B5x,Skoda,Sedan,D,56549,689,5,540,5,6.08,Diesel,Diesel,0,0,912.0,1601.0,64554.0,1.8594884203249222
Citroën L6x,Citroën,Hatchback,C,39767,491,5,323,5,13.27,Petrol,Petrol,0,0,1990.5,2481.5,52174.5,1.5028949187694436
Audi O7 Pro,Audi,Convertible,D,50654,396,2,311,4,9.55,Petrol,Petrol,0,0,1432.5,1828.5,59796.5,1.7224478626569881
Hyundai EE6,Hyundai,Pickup,C,45037,532,3,0,4,7.64,Hybrid,Petrol+Electric,1,0,1146.0,1678.0,53427.0,1.5389733840304183
Volvo S-Class,Volvo,SUV,C,39260,617,7,653,5,12.25,Petrol,Petrol,0,1,1837.5,2454.5,51532.5,1.4844020048392672
Rolls-Royce KK-55,Rolls-Royce,SUV,E,79358,599,7,616,4,12.37,Petrol,Petrol,0,1,1855.4999999999998,2454.5,91630.5,2.63943138610439
Volkswagen 222,Volkswagen,Hatchback,C,43802,729,5,329,3,5.36,Hybrid,Petrol+Electric,1,0,804.0,1533.0,51467.0,1.482515266735799
BMW RR2,BMW,Hatchback,C,45493,621,5,402,5,8.58,Diesel,Diesel,0,0,1287.0,1908.0,55033.0,1.585234474017744
Seat E2,Seat,SUV,B,38931,412,6,532,4,7.77,Hybrid,Petrol+Electric,1,1,1165.5,1577.5,46818.5,1.348614471713331
BMW CC-3,BMW,MPV,C,48741,562,5,695,4,8.46,Hybrid,Diesel+Electric,1,0,1269.0000000000002,1831.0000000000002,57896.0,1.667703652494527
Peugeot CC3,Peugeot,Wagon,C,35934,423,5,743,5,10.02,Petrol,Petrol,0,1,1503.0,1926.0,45564.0,1.3124783961285862
DS Automobiles CC-2,DS Automobiles,SUV,B,36809,733,5,501,3,9.17,Diesel,Diesel,0,1,1375.5,2108.5,47351.5,1.3639676229980413
Renault Z1,Renault,Pickup,C,41096,590,5,0,4,6.17,Hybrid,Diesel+Electric,1,0,925.5,1515.5,48673.5,1.4020480470100243
Renault UU2,Renault,SUV,B,30622,485,7,554,4,6.82,Hybrid,Diesel+Electric,1,1,1023.0,1508.0,38162.0,1.0992625878557438
Toyota T88,Toyota,Sedan,B,34552,599,5,510,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1349.0,41297.0,1.1895667703652495
Volvo WW2,Volvo,SUV,C,46493,531,7,556,5,6.51,Diesel,Diesel,0,1,976.5,1507.5,54030.5,1.5563572992280217
Toyota 333,Toyota,Sedan,B,33965,382,5,501,5,8.59,Petrol,Petrol,0,0,1288.5,1670.5,42317.5,1.218962438068902
Seat ZZ-2,Seat,Convertible,D,56847,408,3,274,5,13.64,Petrol,Petrol,0,0,2046.0,2454.0,69117.0,1.990926374006222
Ford C22,Ford,SUV,D,65034,378,7,551,5,9.46,Hybrid,Diesel+Electric,1,1,1419.0000000000002,1797.0000000000002,74019.0,2.13212927756654
Audi O4,Audi,Crossover,C,40745,412,5,695,4,14.8,Petrol,Petrol,0,1,2220.0,2632.0,53905.0,1.5527422514114528
Fiat BB-2,Fiat,SUV,B,40232,616,6,557,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1366.0,47062.0,1.3556285286323309
Honda L9x,Honda,MPV,C,51015,647,6,517,4,5.58,Hybrid,Petrol+Electric,1,0,837.0,1484.0,58435.0,1.6832296347505473
Mini QQ-4,Mini,Crossover,B,35457,487,7,716,4,9.33,Diesel,Diesel,0,1,1399.5,1886.5,44889.5,1.293049314437147
Skoda UU-33,Skoda,SUV,C,40067,285,7,533,4,11.67,Petrol,Petrol,0,1,1750.5,2035.5,50244.5,1.4473009563313746
Toyota KK-11,Toyota,Hatchback,D,58507,541,5,390,4,11.16,Petrol,Petrol,0,0,1674.0,2215.0,69582.0,2.0043207742827516
BMW FF-99,BMW,MPV,C,33751,568,7,763,5,13.44,Petrol,Petrol,0,0,2016.0,2584.0,46671.0,1.3443657103352922
Audi C3,Audi,Crossover,C,38741,635,6,676,4,9.48,Petrol,Petrol,0,1,1422.0,2057.0,49026.0,1.4122018665744902
BMW II-3,BMW,Sedan,E,74733,715,5,599,5,10.09,Diesel,Diesel,0,0,1513.5,2228.5,85875.5,2.4736576794561587
Suzuki T4 Pro,Suzuki,Convertible,B,38047,410,2,237,4,6.94,Hybrid,Petrol+Electric,1,0,1041.0,1451.0,45302.0,1.3049314437147137
Citroën 222,Citroën,Hatchback,E,75272,677,5,381,5,10.84,Petrol,Petrol,0,0,1626.0,2303.0,86787.0,2.4999135845143448
Suzuki FF-6,Suzuki,Sedan,D,58192,666,5,428,4,14.58,Petrol,Petrol,0,0,2187.0,2853.0,72457.0,2.0871356147021545
BMW FF-7,BMW,SUV,C,50448,719,5,557,3,10.54,Diesel,Diesel,0,1,1580.9999999999998,2300.0,61948.0,1.7844221684525867
Mini U-Class,Mini,SUV,B,38498,431,6,657,4,7.32,Hybrid,Diesel+Electric,1,1,1098.0,1529.0,46143.0,1.3291565848600069
Ford V5 Pro,Ford,SUV,B,29208,572,5,484,4,7.77,Hybrid,Diesel+Electric,1,0,1165.5,1737.5,37895.5,1.0915860122133887
BMW OO-5,BMW,Sedan,E,72236,670,5,588,4,7.25,Hybrid,Petrol+Electric,1,0,1087.5,1757.5,81023.5,2.3338950339900912
Volkswagen ZZ4,Volkswagen,Hatchback,B,31145,374,5,346,4,8.14,Petrol,Petrol,0,0,1221.0,1595.0,39120.0,1.126857932941583
Volkswagen A5 Pro,Volkswagen,Hatchback,E,86459,572,5,430,5,10.53,Hybrid,Petrol+Electric,1,0,1579.5,2151.5,97216.5,2.8003370203940547
Vauxhall F-Class,Vauxhall,Hatchback,C,47068,423,5,409,4,6.43,Diesel,Diesel,0,0,964.5,1387.5,54005.5,1.5556371701808964
Peugeot C8,Peugeot,MPV,C,38139,457,6,588,4,8.19,Diesel,Diesel,0,0,1228.5,1685.5,46566.5,1.3413555709183085
Toyota ZZ1,Toyota,Crossover,C,47062,587,7,520,4,9.89,Diesel,Diesel,0,1,1483.5,2070.5,57414.5,1.653833967046895
Fiat C8x,Fiat,SUV,B,33732,393,5,642,4,8.49,Diesel,Diesel,0,1,1273.5,1666.5,42064.5,1.2116747321119945
Ford Z2,Ford,SUV,C,39640,674,5,670,4,13.13,Petrol,Petrol,0,1,1969.5000000000002,2643.5,52857.5,1.5225688443369052
Volvo TT6,Volvo,Wagon,E,82132,782,5,570,5,11.0,Petrol,Petrol,0,1,1650.0,2432.0,94292.0,2.7160963244613434
Volvo 555,Volvo,Hatchback,B,36819,537,5,366,4,5.6,Hybrid,Petrol+Electric,1,0,840.0,1377.0,43704.0,1.258900795022468
DS Automobiles PP6,DS Automobiles,Sedan,E,79872,535,5,496,5,14.31,Petrol,Petrol,0,0,2146.5,2681.5,93279.5,2.686931098052771
Audi MM-88,Audi,Crossover,F,109108,695,5,501,4,10.11,Diesel,Diesel,0,1,1516.5,2211.5,120165.5,3.4613866804931446
Ford Q-Class,Ford,SUV,A,33748,704,6,502,4,7.83,Hybrid,Petrol+Electric,1,1,1174.5,1878.5,43140.5,1.242669086300265
Volkswagen Z4 Pro,Volkswagen,Wagon,C,38977,654,5,758,5,8.59,Diesel,Diesel,0,1,1288.5,1942.5,48689.5,1.4025089296001843
Lamborghini TT-3,Lamborghini,MPV,B,35984,316,7,596,4,12.6,Petrol,Petrol,0,0,1890.0,2206.0,47014.0,1.3542458808618505
Jaguar X6,Jaguar,Coupe,C,40569,262,4,331,4,11.43,Petrol,Petrol,0,0,1714.5,1976.5,50451.5,1.4532636248415716
Subaru P8x,Subaru,Sedan,F,112353,514,5,414,4,13.1,Petrol,Petrol,0,0,1965.0,2479.0,124748.0,3.5933863348312016
Honda NN8,Honda,Hatchback,E,82303,629,5,503,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1379.0,89198.0,2.5693628298191036
Peugeot PP-33,Peugeot,Hatchback,E,73506,357,5,417,5,8.83,Hybrid,Petrol+Electric,1,0,1324.5,1681.5,81913.5,2.35953162806775
Fiat Z77,Fiat,Wagon,B,34163,496,5,726,5,5.31,Hybrid,Diesel+Electric,1,1,796.4999999999999,1292.5,40625.5,1.1702241041594654
Skoda A3x,Skoda,MPV,C,46495,351,7,700,4,11.76,Petrol,Petrol,0,0,1764.0,2115.0,57070.0,1.643910588777509
Saab NN3,Saab,MPV,B,35023,608,6,974,4,6.08,Diesel,Diesel,0,0,912.0,1520.0,42623.0,1.2277624150247723
Lancia M1x,Lancia,Sedan,E,79282,652,5,397,4,8.47,Hybrid,Diesel+Electric,1,0,1270.5,1922.5,88894.5,2.560620463187003
Opel W3x,Opel,Coupe,B,33608,722,2,239,3,5.0,Hybrid,Petrol+Electric,1,0,750.0,1472.0,40968.0,1.1800898721050812
Opel T33,Opel,SUV,B,34207,517,6,721,4,6.36,Hybrid,Petrol+Electric,1,1,954.0,1471.0,41562.0,1.197200138264777
Peugeot DD-1,Peugeot,Coupe,A,28990,527,4,295,4,8.14,Diesel,Diesel,0,0,1221.0,1748.0,37730.0,1.0868187579214195
Skoda Q3x,Skoda,Crossover,B,45684,731,6,604,4,8.26,Hybrid,Petrol+Electric,1,1,1239.0,1970.0,55534.0,1.5996658601221339
Audi L-Class,Audi,Hatchback,B,40649,634,5,401,3,5.0,Hybrid,Diesel+Electric,1,0,750.0,1384.0,47569.0,1.3702327457080308
Mini Q7,Mini,Hatchback,A,28574,531,5,411,4,8.42,Petrol,Petrol,0,0,1263.0,1794.0,37544.0,1.0814609978108076
Lexus K99,Lexus,MPV,E,71603,624,5,847,5,9.6,Diesel,Diesel,0,0,1440.0,2064.0,81923.0,2.3598052771056572
Mercedes-Benz H-Class,Mercedes-Benz,SUV,D,51621,742,7,641,5,13.6,Petrol,Petrol,0,1,2040.0,2782.0,65531.0,1.8876310634865767
Honda UU-88,Honda,SUV,B,29323,456,6,535,4,7.74,Diesel,Diesel,0,1,1161.0,1617.0,37408.0,1.0775434957944463
Vauxhall O3x,Vauxhall,SUV,D,58833,394,6,758,3,8.41,Hybrid,Petrol+Electric,1,1,1261.5,1655.5,67110.5,1.9331288166839498
Peugeot WW-11,Peugeot,SUV,C,49784,546,7,498,5,5.83,Hybrid,Petrol+Electric,1,0,874.5,1420.5,56886.5,1.6386248415716096
Audi DD2,Audi,MPV,D,59180,573,6,962,4,8.97,Diesel,Diesel,0,0,1345.5,1918.5,68772.5,1.981002995736836
Volkswagen XX8,Volkswagen,Hatchback,C,42510,695,5,396,5,13.86,Petrol,Petrol,0,0,2079.0,2774.0,56380.0,1.6240350270768522
Volkswagen E-Class,Volkswagen,Hatchback,C,37727,537,5,405,4,13.02,Petrol,Petrol,0,0,1953.0,2490.0,50177.0,1.4453566079041364
Hyundai Q4 Pro,Hyundai,Wagon,C,42988,646,5,773,4,6.08,Hybrid,Petrol+Electric,1,1,912.0,1558.0,50778.0,1.4626685101970274
DS Automobiles Q1x,DS Automobiles,Crossover,B,40313,261,7,704,4,6.82,Hybrid,Petrol+Electric,1,1,1023.0,1284.0,46733.0,1.3461516303721628
Volkswagen V-Class,Volkswagen,Hatchback,C,49191,574,5,458,4,6.08,Diesel,Diesel,0,0,912.0,1486.0,56621.0,1.6309770710911395
Hyundai VV5,Hyundai,Hatchback,D,56540,749,5,335,4,5.36,Hybrid,Petrol+Electric,1,0,804.0,1553.0,64305.0,1.8523159350155547
BMW U2x,BMW,Sedan,D,52873,415,5,542,4,13.29,Petrol,Petrol,0,0,1993.4999999999998,2408.5,64915.5,1.8699014863463532
Toyota R55,Toyota,Sedan,C,47084,585,5,563,4,8.8,Diesel,Diesel,0,0,1320.0,1905.0,56609.0,1.6306314091485195
Hyundai ZZ6,Hyundai,Hatchback,C,50064,674,5,443,3,5.0,Hybrid,Petrol+Electric,1,0,750.0,1424.0,57184.0,1.6471943772324
Skoda M88,Skoda,Sedan,D,52037,519,5,473,5,10.93,Petrol,Petrol,0,0,1639.5,2158.5,62829.5,1.8098139186542228
Volkswagen 888,Volkswagen,Wagon,A,28595,609,5,564,4,8.69,Hybrid,Petrol+Electric,1,1,1303.5,1912.5,38157.5,1.0991329646272612
Lexus OO4,Lexus,Coupe,A,26532,470,2,217,4,6.84,Diesel,Diesel,0,0,1026.0,1496.0,34012.0,0.9797211660329531
DS Automobiles LL-4,DS Automobiles,MPV,C,39423,532,6,896,4,10.91,Petrol,Petrol,0,0,1636.5,2168.5,50265.5,1.4479058647309597
Peugeot VV8,Peugeot,SUV,B,36619,633,7,772,4,9.39,Petrol,Petrol,0,1,1408.5,2041.5,46826.5,1.348844913008411
Renault S-Class,Renault,Sedan,C,41053,443,5,515,4,10.29,Diesel,Diesel,0,0,1543.4999999999998,1986.4999999999998,50985.5,1.468645581288167
Mercedes-Benz XX4,Mercedes-Benz,Pickup,B,32790,422,5,0,4,8.78,Petrol,Petrol,0,0,1317.0,1739.0,41485.0,1.1949821407996313
Toyota L44,Toyota,Wagon,C,52012,686,5,857,5,10.85,Petrol,Petrol,0,1,1627.5,2313.5,63579.5,1.8314177900679802
Lexus HH-8,Lexus,SUV,D,60063,521,7,475,4,11.45,Diesel,Diesel,0,0,1717.5,2238.5,71255.5,2.052526212697315
Kia AA-66,Kia,Sedan,D,60053,635,5,601,4,8.63,Diesel,Diesel,0,0,1294.5000000000002,1929.5000000000002,69700.5,2.0077341859661253
Hyundai D7 Pro,Hyundai,SUV,D,55474,663,7,544,4,5.0,Hybrid,Diesel+Electric,1,1,750.0,1413.0,62539.0,1.8014460191266275
Jaguar U66,Jaguar,SUV,C,41157,563,5,589,5,10.55,Petrol,Petrol,0,1,1582.5,2145.5,51884.5,1.4945414218227906
Ford 888,Ford,Crossover,E,71195,615,5,510,5,9.48,Petrol,Petrol,0,1,1422.0,2037.0,81380.0,2.344164074202097
Peugeot UU-55,Peugeot,Hatchback,D,51321,713,5,381,4,11.22,Petrol,Petrol,0,0,1683.0,2396.0,63301.0,1.823395552483005
Toyota 777,Toyota,MPV,C,38354,805,7,566,4,9.27,Hybrid,Petrol+Electric,1,0,1390.5,2195.5,49331.5,1.4210018435303606
Opel II-3,Opel,Crossover,B,36428,599,7,588,5,10.17,Diesel,Diesel,0,1,1525.5,2124.5,47050.5,1.3552972692706533
Skoda BB8,Skoda,Crossover,D,55032,490,7,468,4,8.54,Hybrid,Petrol+Electric,1,0,1280.9999999999998,1770.9999999999998,63887.0,1.8402753773476206
Porsche HH-1,Porsche,Sedan,C,40612,619,5,420,4,8.06,Hybrid,Diesel+Electric,1,0,1209.0,1828.0,49752.0,1.4331144141030072
Honda MM8,Honda,Wagon,D,55882,484,5,857,4,12.22,Petrol,Petrol,0,1,1833.0,2317.0,67467.0,1.9433978568959558
Cupra E5 Pro,Cupra,Wagon,D,58067,735,5,543,5,5.97,Hybrid,Petrol+Electric,1,1,895.5,1630.5,66219.5,1.907463417444406
Fiat QQ6,Fiat,Hatchback,E,75846,512,5,399,5,9.75,Petrol,Petrol,0,0,1462.5,1974.5,85718.5,2.469135269040212
Toyota G4 Pro,Toyota,Crossover,E,71603,600,5,594,3,10.4,Diesel,Diesel,0,1,1560.0,2160.0,82403.0,2.373631754810462
Volvo 111,Volvo,Crossover,D,57817,483,5,561,4,15.9,Petrol,Petrol,0,1,2385.0,2868.0,72157.0,2.0784940661366518
Mercedes-Benz RR-9,Mercedes-Benz,Coupe,F,125336,586,2,289,3,8.5,Hybrid,Petrol+Electric,1,0,1275.0,1861.0,134641.0,3.8783558013596036
Peugeot H-Class,Peugeot,Sedan,E,76996,739,5,575,4,11.9,Petrol,Petrol,0,0,1785.0,2524.0,89616.0,2.5814033874870375
Saab X1x,Saab,Convertible,A,29255,580,3,229,4,6.54,Hybrid,Petrol+Electric,1,0,981.0,1561.0,37060.0,1.067519299458463
BMW I-Class,BMW,SUV,D,62232,576,6,585,4,9.21,Hybrid,Diesel+Electric,1,1,1381.5000000000002,1957.5000000000002,72019.5,2.074533356377463
Porsche K11,Porsche,Hatchback,B,31452,738,5,343,4,9.99,Hybrid,Petrol+Electric,1,0,1498.5,2236.5,42634.5,1.2280936743864501
Mercedes-Benz V7,Mercedes-Benz,Hatchback,C,41870,519,5,370,4,7.04,Hybrid,Petrol+Electric,1,0,1056.0,1575.0,49745.0,1.432912777969812
Renault 888,Renault,Sedan,C,41943,528,5,589,5,5.61,Hybrid,Petrol+Electric,1,0,841.5,1369.5,48790.5,1.4054182509505704
Kia P77,Kia,Sedan,C,38168,425,5,429,4,8.21,Diesel,Diesel,0,0,1231.5000000000002,1656.5000000000002,46450.5,1.3380141721396475
BMW F8 Pro,BMW,SUV,A,28259,472,7,519,4,8.4,Diesel,Diesel,0,1,1260.0,1732.0,36919.0,1.0634577716326765
Land Rover DD5,Land Rover,Wagon,B,29519,394,5,535,5,7.65,Petrol,Petrol,0,1,1147.5,1541.5,37226.5,1.072315358912317
Suzuki II-44,Suzuki,Sedan,A,25609,491,5,616,5,8.88,Diesel,Diesel,0,0,1332.0000000000002,1823.0000000000002,34724.0,1.00023044129508
BMW KK-33,BMW,Pickup,D,58209,518,3,0,4,11.96,Petrol,Petrol,0,0,1794.0000000000002,2312.0,69769.0,2.0097073395552485
Honda L11,Honda,Hatchback,E,77933,597,5,343,5,6.93,Hybrid,Petrol+Electric,1,0,1039.5,1636.5,86115.5,2.480570918308561
Nissan 666,Nissan,Crossover,F,109209,719,5,490,4,8.43,Hybrid,Petrol+Electric,1,0,1264.5,1983.5,119126.5,3.431458117294619
Hyundai Q6 Pro,Hyundai,MPV,C,44129,546,5,910,4,10.23,Petrol,Petrol,0,0,1534.5,2080.5,54531.5,1.5707886853324116
Ford L77,Ford,Coupe,B,32492,726,2,361,3,8.09,Hybrid,Petrol+Electric,1,0,1213.5,1939.5,42189.5,1.2152753773476206
Suzuki A7 Pro,Suzuki,Crossover,E,80632,693,5,612,4,10.28,Petrol,Petrol,0,1,1542.0,2235.0,91807.0,2.6445154971770943
Toyota NN3,Toyota,Wagon,B,40349,523,5,618,4,8.71,Diesel,Diesel,0,1,1306.5000000000002,1829.5000000000002,49496.5,1.4257546952413873
Opel UU1,Opel,Hatchback,F,123104,729,5,430,4,9.73,Hybrid,Petrol+Electric,1,0,1459.5,2188.5,134046.5,3.8612311326189652
Honda L-Class,Honda,Hatchback,D,56252,578,5,479,4,10.53,Petrol,Petrol,0,0,1579.5,2157.5,67039.5,1.931083650190114
Dacia B3 Pro,Dacia,SUV,C,45378,777,5,586,3,10.23,Diesel,Diesel,0,1,1534.5,2311.5,56935.5,1.640036294503975
Toyota CC-22,Toyota,Hatchback,B,29189,591,5,475,4,10.42,Petrol,Petrol,0,0,1563.0,2154.0,39959.0,1.1510254637631063
Subaru E22,Subaru,SUV,A,23994,550,7,632,5,8.83,Diesel,Diesel,0,1,1324.5,1874.5,33366.5,0.9611274340361793
Fiat F4 Pro,Fiat,Sedan,C,43454,758,5,545,4,13.3,Petrol,Petrol,0,0,1995.0,2753.0,57219.0,1.6482025578983754
Hyundai 666,Hyundai,MPV,C,52241,650,8,830,3,5.39,Hybrid,Petrol+Electric,1,0,808.5,1458.5,59533.5,1.7148721050812306
DS Automobiles CC7,DS Automobiles,Convertible,D,50095,607,3,241,4,9.75,Petrol,Petrol,0,0,1462.5,2069.5,60442.5,1.7410559972347044
Audi CC8,Audi,Coupe,D,56350,745,2,275,4,8.53,Petrol,Petrol,0,0,1279.5,2024.5,66472.5,1.9147511234013135
Renault S1x,Renault,Wagon,C,45304,709,5,824,4,12.13,Diesel,Diesel,0,1,1819.5000000000002,2528.5,57946.5,1.66915831316972
Toyota O7 Pro,Toyota,Hatchback,B,31000,530,5,373,4,12.91,Petrol,Petrol,0,0,1936.5,2466.5,43332.5,1.2481996773821868
Maserati S22,Maserati,Hatchback,C,42100,535,5,445,4,5.44,Hybrid,Petrol+Electric,1,0,816.0000000000001,1351.0,48855.0,1.4072761838921535
Toyota PP-3,Toyota,Crossover,B,37759,291,6,505,5,10.53,Petrol,Petrol,0,1,1579.5,1870.5,47111.5,1.3570543841456388
Volkswagen 444,Volkswagen,Crossover,D,62759,360,6,644,5,8.07,Hybrid,Petrol+Electric,1,1,1210.5,1570.5,70611.5,2.033975688443369
Seat BB-9,Seat,SUV,C,38938,526,6,528,5,12.84,Petrol,Petrol,0,1,1926.0,2452.0,51198.0,1.4747666781887314
Toyota B4,Toyota,SUV,D,53160,489,7,638,5,5.35,Hybrid,Diesel+Electric,1,1,802.5,1291.5,59617.5,1.7172917386795714
Toyota BB-11,Toyota,SUV,C,44539,554,7,661,4,5.84,Hybrid,Petrol+Electric,1,1,876.0,1430.0,51689.0,1.4889100126742711
Mazda HH-3,Mazda,Sedan,B,33163,690,5,415,5,8.7,Diesel,Diesel,0,0,1305.0,1995.0,43138.0,1.2425970733955525
Suzuki R66,Suzuki,Sedan,D,57020,522,5,397,4,9.02,Diesel,Diesel,0,0,1353.0,1875.0,66395.0,1.9125187233552252
Nissan NN7,Nissan,SUV,D,59817,377,5,542,3,5.1,Hybrid,Diesel+Electric,1,1,765.0,1142.0,65527.0,1.8875158428390368
Kia R5,Kia,Crossover,D,50058,407,6,474,4,14.55,Petrol,Petrol,0,0,2182.5,2589.5,63005.5,1.8148836271459845
Nissan AA-77,Nissan,MPV,C,38404,398,5,653,4,11.02,Petrol,Petrol,0,0,1653.0,2051.0,48659.0,1.4016303721626915
Toyota C1 Pro,Toyota,SUV,E,82646,463,6,669,4,10.5,Petrol,Petrol,0,1,1575.0,2038.0,92836.0,2.674156008756769
Lexus TT-1,Lexus,Wagon,B,31926,574,5,634,4,11.15,Diesel,Diesel,0,1,1672.5,2246.5,43158.5,1.243187579214195
Mercedes-Benz HH-8,Mercedes-Benz,Coupe,C,41676,714,2,346,5,7.34,Hybrid,Petrol+Electric,1,0,1101.0,1815.0,50751.0,1.461890770826132
Citroën M2,Citroën,Hatchback,D,45975,591,5,404,3,13.33,Petrol,Petrol,0,0,1999.5,2590.5,58927.5,1.6974161769789147
Saab RR3,Saab,Crossover,B,40952,639,7,510,4,8.58,Hybrid,Petrol+Electric,1,1,1287.0,1926.0,50582.0,1.4570226984675654
Mini G3x,Mini,SUV,D,59203,667,6,455,5,10.47,Diesel,Diesel,0,0,1570.5,2237.5,70390.5,2.027609747666782
Honda A5 Pro,Honda,Crossover,C,42429,369,7,423,4,11.57,Petrol,Petrol,0,0,1735.5,2104.5,52951.5,1.525276529554096
